local_authority_code,local_authority_name,LSOACD,LSOANM,house_price_year_ending_dec_2016,house_price_year_ending_mar_2021
E09000003,Barnet,E01000244,Barnet 032D,650000,688000
E09000003,Barnet,E01000275,Barnet 012A,485000,570000
E09000006,Bromley,E01000649,Bromley 007B,626000,795500
E09000009,Ealing,E01001273,Ealing 020F,789500,922500
E09000010,Enfield,E01001475,Enfield 013D,667000,751000
E09000012,Hackney,E01001737,Hackney 012B,660000,695000
E09000016,Havering,E01002273,Havering 015C,534998,690000
E09000018,Hounslow,E01002687,Hounslow 029A,535000,487500
E09000018,Hounslow,E01032573,Hounslow 029E,722250,435000
E09000019,Islington,E01002779,Islington 012C,527500,650000
E09000020,Kensington and Chelsea,E01002855,Kensington and Chelsea 001D,695000,
E09000022,Lambeth,E01003107,Lambeth 003D,584500,600000
E09000027,Richmond upon Thames,E01003837,Richmond upon Thames 022D,655000,755000
E09000027,Richmond upon Thames,E01003856,Richmond upon Thames 003E,745000,590000
E09000030,Tower Hamlets,E01004291,Tower Hamlets 027A,696000,713000
E09000032,Wandsworth,E01004498,Wandsworth 031D,610000,650000
E09000032,Wandsworth,E01004506,Wandsworth 011A,732800,550000
E09000033,Westminster,E01004686,Westminster 015E,495000,545000
E09000033,Westminster,E01004756,Westminster 006E,497500,538333
E09000033,Westminster,E01033604,Westminster 009J,,
E09000009,Ealing,E01001233,Ealing 031D,710000,682500
E09000003,Barnet,E01000120,Barnet 009D,655000,652500
E09000026,Redbridge,E01003792,Redbridge 027C,665000,984050
E09000022,Lambeth,E01003094,Lambeth 010C,618725,380000
E09000027,Richmond upon Thames,E01003825,Richmond upon Thames 023D,680000,689975
E09000030,Tower Hamlets,E01004266,Tower Hamlets 007D,840000,915000
E09000008,Croydon,E01001031,Croydon 038D,511000,695000
E09000008,Croydon,E01001072,Croydon 042C,705000,700000
E09000027,Richmond upon Thames,E01003875,Richmond upon Thames 006C,680000,730000
E09000019,Islington,E01002780,Islington 014F,756000,670000
E09000003,Barnet,E01000159,Barnet 015B,640000,745000
E09000006,Bromley,E01000840,Bromley 030G,656250,755000
E09000007,Camden,E01000866,Camden 009A,755000,1020000
E09000032,Wandsworth,E01004553,Wandsworth 015A,690000,731000
E09000024,Merton,E01003467,Merton 020B,625050,752500
E09000033,Westminster,E01004741,Westminster 024F,750000,650000
E09000006,Bromley,E01000832,Bromley 030A,537500,665000
E09000007,Camden,E01000854,Camden 026D,803250,817413
E09000009,Ealing,E01001195,Ealing 021A,682500,689925
E09000013,Hammersmith and Fulham,E01001894,Hammersmith and Fulham 013B,510000,497300
E09000020,Kensington and Chelsea,E01002840,Kensington and Chelsea 021A,695000,
E09000022,Lambeth,E01003013,Lambeth 036A,595000,565000
E09000022,Lambeth,E01003036,Lambeth 012C,642500,671250
E09000032,Wandsworth,E01004473,Wandsworth 026A,953420,720500
E09000010,Enfield,E01001452,Enfield 017B,1010000,1150000
E09000022,Lambeth,E01003161,Lambeth 023E,614000,907500
E09000007,Camden,E01000853,Camden 025A,584950,680000
E09000007,Camden,E01000906,Camden 012E,706250,675000
E09000010,Enfield,E01001526,Enfield 019E,712500,744000
E09000019,Islington,E01002759,Islington 002D,805000,1060000
E09000030,Tower Hamlets,E01004297,Tower Hamlets 027C,650000,485000
E09000003,Barnet,E01000119,Barnet 009C,739999,655000
E09000003,Barnet,E01000218,Barnet 037C,800000,700000
E09000014,Haringey,E01002018,Haringey 020D,595000,755000
E09000020,Kensington and Chelsea,E01002851,Kensington and Chelsea 015D,700000,
E09000023,Lewisham,E01003254,Lewisham 021A,520000,675000
E09000027,Richmond upon Thames,E01003861,Richmond upon Thames 004C,525000,731500
E09000028,Southwark,E01003914,Southwark 024B,601106,900000
E09000032,Wandsworth,E01004626,Wandsworth 027F,615000,730000
E09000017,Hillingdon,E01002482,Hillingdon 001E,695000,760000
E09000019,Islington,E01002777,Islington 012A,500000,782500
E09000022,Lambeth,E01003030,Lambeth 019D,612500,730000
E09000019,Islington,E01002795,Islington 013D,626000,590000
E09000009,Ealing,E01001200,Ealing 025A,540000,625000
E09000014,Haringey,E01002059,Haringey 028C,680000,785000
E09000019,Islington,E01002742,Islington 006A,756250,1290000
E09000022,Lambeth,E01003158,Lambeth 023D,666750,716500
E09000032,Wandsworth,E01004591,Wandsworth 005C,650000,505550
E09000003,Barnet,E01000196,Barnet 028A,485000,450000
E09000003,Barnet,E01000262,Barnet 017D,585000,625000
E09000005,Brent,E01000562,Brent 008A,785000,
E09000007,Camden,E01000936,Camden 024A,650000,
E09000011,Greenwich,E01001640,Greenwich 035A,475000,435000
E09000012,Hackney,E01001736,Hackney 012A,502500,722500
E09000012,Hackney,E01001791,Hackney 015D,400000,430250
E09000013,Hammersmith and Fulham,E01001871,Hammersmith and Fulham 012E,770000,430000
E09000014,Haringey,E01002004,Haringey 023D,511500,719250
E09000017,Hillingdon,E01002539,Hillingdon 005D,601000,695000
E09000018,Hounslow,E01002579,Hounslow 008B,1052500,1380000
E09000019,Islington,E01002701,Islington 023A,602500,680000
E09000019,Islington,E01002762,Islington 011C,592500,550000
E09000020,Kensington and Chelsea,E01002908,Kensington and Chelsea 003D,1822500,1332500
E09000021,Kingston upon Thames,E01003009,Kingston upon Thames 001D,569975,415000
E09000022,Lambeth,E01003167,Lambeth 028E,760000,744000
E09000027,Richmond upon Thames,E01003867,Richmond upon Thames 011A,430000,835000
E09000027,Richmond upon Thames,E01003884,Richmond upon Thames 016C,539950,580000
E09000028,Southwark,E01032803,Southwark 003J,523000,720000
E09000032,Wandsworth,E01004540,Wandsworth 003B,571000,561000
E09000033,Westminster,E01004740,Westminster 021A,620000,701175
E09000012,Hackney,E01033706,Hackney 027F,800000,644000
E09000019,Islington,E01002726,Islington 022F,747500,610000
E09000019,Islington,E01002769,Islington 008A,530000,1037500
E09000014,Haringey,E01001989,Haringey 033D,1012500,855000
E09000015,Harrow,E01002113,Harrow 002A,730000,887500
E09000009,Ealing,E01001241,Ealing 024B,274975,465000
E09000007,Camden,E01000960,Camden 017A,579875,675000
E09000021,Kingston upon Thames,E01003011,Kingston upon Thames 004E,757500,589000
E09000022,Lambeth,E01003102,Lambeth 004A,655000,602900
E09000018,Hounslow,E01002674,Hounslow 012D,357500,450000
E09000027,Richmond upon Thames,E01003874,Richmond upon Thames 006B,742500,769250
E09000029,Sutton,E01004106,Sutton 022D,796667,965000
E09000003,Barnet,E01000282,Barnet 008E,732000,657000
E09000005,Brent,E01000480,Brent 006A,795000,835000
E09000006,Bromley,E01000693,Bromley 010A,466975,495000
E09000019,Islington,E01033490,Islington 022H,715000,
E09000021,Kingston upon Thames,E01002938,Kingston upon Thames 003B,790000,822500
E09000027,Richmond upon Thames,E01003844,Richmond upon Thames 013E,637500,717500
E09000026,Redbridge,E01003789,Redbridge 018A,583000,778000
E09000003,Barnet,E01000177,Barnet 029A,583985,560000
E09000014,Haringey,E01001985,Haringey 033B,648000,600000
E09000005,Brent,E01000644,Brent 022E,440750,616500
E09000006,Bromley,E01000653,Bromley 016D,655000,637500
E09000007,Camden,E01000932,Camden 013D,570000,645000
E09000022,Lambeth,E01003106,Lambeth 003C,580000,597500
E09000005,Brent,E01000510,Brent 014C,337500,670000
E09000028,Southwark,E01003954,Southwark 030B,645000,942500
E09000003,Barnet,E01000115,Barnet 009A,800000,752500
E09000009,Ealing,E01001385,Ealing 032D,731250,810000
E09000010,Enfield,E01001564,Enfield 022B,620000,820000
E09000021,Kingston upon Thames,E01002933,Kingston upon Thames 004A,711250,808000
E09000003,Barnet,E01000186,Barnet 014A,730000,765000
E09000032,Wandsworth,E01004534,Wandsworth 008A,825894,958000
E09000024,Merton,E01003401,Merton 004A,667500,532500
E09000009,Ealing,E01001374,Ealing 040A,525000,947500
E09000009,Ealing,E01001223,Ealing 020B,615000,691250
E09000009,Ealing,E01001383,Ealing 028D,485000,740250
E09000010,Enfield,E01001454,Enfield 017D,388000,780000
E09000019,Islington,E01002712,Islington 015B,563500,625000
E09000013,Hammersmith and Fulham,E01001941,Hammersmith and Fulham 005C,462000,742500
E09000032,Wandsworth,E01004480,Wandsworth 026C,710000,680511
E09000003,Barnet,E01000295,Barnet 023B,768000,800000
E09000005,Brent,E01000490,Brent 023A,515000,588000
E09000012,Hackney,E01001779,Hackney 026A,773750,475000
E09000018,Hounslow,E01002563,Hounslow 006A,732500,732500
E09000020,Kensington and Chelsea,E01002856,Kensington and Chelsea 004E,618500,590000
E09000032,Wandsworth,E01033093,Wandsworth 010F,744000,602500
E09000007,Camden,E01000968,Camden 016E,727000,550000
E09000007,Camden,E01000970,Camden 010B,699950,660750
E09000009,Ealing,E01001303,Ealing 032A,874975,820000
E09000010,Enfield,E01001416,Enfield 013A,735000,797500
E09000012,Hackney,E01033711,Hackney 027I,699000,730000
E09000016,Havering,E01002337,Havering 012A,800000,755000
E09000029,Sutton,E01004112,Sutton 016C,755000,695000
E09000005,Brent,E01000579,Brent 032A,675000,680000
E09000021,Kingston upon Thames,E01003008,Kingston upon Thames 001C,716100,730000
E09000013,Hammersmith and Fulham,E01001933,Hammersmith and Fulham 011D,965000,895000
E09000013,Hammersmith and Fulham,E01001945,Hammersmith and Fulham 004C,895500,466250
E09000017,Hillingdon,E01002434,Hillingdon 007B,965000,850000
E09000032,Wandsworth,E01004502,Wandsworth 020B,650000,938750
E09000032,Wandsworth,E01004507,Wandsworth 014E,642500,550000
E09000006,Bromley,E01000807,Bromley 022C,661250,817500
E09000032,Wandsworth,E01033135,Wandsworth 010G,755000,810000
E09000027,Richmond upon Thames,E01003865,Richmond upon Thames 004F,490000,826000
E09000032,Wandsworth,E01004586,Wandsworth 009C,768750,672000
E09000003,Barnet,E01000324,Barnet 015F,590000,652000
E09000005,Brent,E01000505,Brent 018B,950000,810000
E09000028,Southwark,E01003998,Southwark 014D,570000,
E09000019,Islington,E01002743,Islington 009C,673250,615000
E09000005,Brent,E01000538,Brent 004B,720000,775000
E09000009,Ealing,E01001306,Ealing 035D,640000,705000
E09000013,Hammersmith and Fulham,E01001857,Hammersmith and Fulham 007D,350000,294000
E09000013,Hammersmith and Fulham,E01001907,Hammersmith and Fulham 022D,840000,1537500
E09000027,Richmond upon Thames,E01003810,Richmond upon Thames 019A,750000,825000
E09000027,Richmond upon Thames,E01003877,Richmond upon Thames 008C,707000,1117500
E09000028,Southwark,E01004070,Southwark 031B,678500,1275000
E09000030,Tower Hamlets,E01004307,Tower Hamlets 015B,620000,677500
E09000033,Westminster,E01004746,Westminster 021D,542500,
E09000027,Richmond upon Thames,E01003890,Richmond upon Thames 018C,955000,735000
E09000028,Southwark,E01003951,Southwark 033E,642500,625000
E09000033,Westminster,E01004652,Westminster 017A,618000,565000
E09000029,Sutton,E01004157,Sutton 016E,585000,730000
E09000027,Richmond upon Thames,E01003886,Richmond upon Thames 021A,545000,860000
E09000003,Barnet,E01000319,Barnet 027F,532875,772500
E09000006,Bromley,E01000814,Bromley 028E,740000,735000
E09000012,Hackney,E01001844,Hackney 022D,635000,775000
E09000018,Hounslow,E01002570,Hounslow 001B,632000,1300000
E09000020,Kensington and Chelsea,E01002858,Kensington and Chelsea 014C,642500,870000
E09000033,Westminster,E01004659,Westminster 008A,840000,723500
E09000015,Harrow,E01002192,Harrow 016C,696000,990000
E09000003,Barnet,E01000249,Barnet 001B,577000,692500
E09000021,Kingston upon Thames,E01002974,Kingston upon Thames 005E,765000,775000
E09000005,Brent,E01000491,Brent 030B,775000,910000
E09000015,Harrow,E01002188,Harrow 016A,1010000,1062500
E09000020,Kensington and Chelsea,E01002867,Kensington and Chelsea 009C,775000,820000
E09000028,Southwark,E01003933,Southwark 034C,523800,662500
E09000032,Wandsworth,E01004620,Wandsworth 019C,685000,740000
E09000033,Westminster,E01004753,Westminster 022E,680250,650000
E09000018,Hounslow,E01002691,Hounslow 029B,697500,712500
E09000007,Camden,E01000945,Camden 023B,775000,
E09000003,Barnet,E01000168,Barnet 003B,737500,780000
E09000003,Barnet,E01000215,Barnet 037B,840000,1200000
E09000007,Camden,E01000933,Camden 020C,582500,1225000
E09000009,Ealing,E01001277,Ealing 011B,485000,653000
E09000011,Greenwich,E01001608,Greenwich 027C,452500,755000
E09000019,Islington,E01002788,Islington 008C,577500,620000
E09000028,Southwark,E01004002,Southwark 029A,800000,778500
E09000032,Wandsworth,E01004589,Wandsworth 009E,890000,823500
E09000012,Hackney,E01001789,Hackney 015C,618250,872500
E09000013,Hammersmith and Fulham,E01001938,Hammersmith and Fulham 025D,587500,947500
E09000013,Hammersmith and Fulham,E01001913,Hammersmith and Fulham 014C,650000,755000
E09000024,Merton,E01003442,Merton 010A,725000,727000
E09000020,Kensington and Chelsea,E01002830,Kensington and Chelsea 004B,850000,812500
E09000007,Camden,E01000858,Camden 018B,689995,
E09000007,Camden,E01000900,Camden 012A,670000,473500
E09000008,Croydon,E01001028,Croydon 038A,627500,752500
E09000009,Ealing,E01001225,Ealing 020C,802000,584000
E09000011,Greenwich,E01001584,Greenwich 021D,765000,687500
E09000012,Hackney,E01001738,Hackney 012C,692500,510000
E09000012,Hackney,E01001785,Hackney 015B,810750,930000
E09000019,Islington,E01002717,Islington 016A,655000,1710000
E09000021,Kingston upon Thames,E01002961,Kingston upon Thames 008D,668000,710000
E09000021,Kingston upon Thames,E01003007,Kingston upon Thames 001B,689975,805000
E09000027,Richmond upon Thames,E01003804,Richmond upon Thames 005A,910000,655000
E09000027,Richmond upon Thames,E01003887,Richmond upon Thames 021B,649500,892000
E09000032,Wandsworth,E01004488,Wandsworth 029B,717500,687500
E09000027,Richmond upon Thames,E01003881,Richmond upon Thames 016B,778975,617000
E09000033,Westminster,E01004676,Westminster 006A,750000,1005000
E09000033,Westminster,E01004708,Westminster 006D,655000,640000
E09000033,Westminster,E01004742,Westminster 022A,675000,755000
E09000005,Brent,E01000507,Brent 018C,778500,883159
E09000013,Hammersmith and Fulham,E01001902,Hammersmith and Fulham 019C,625000,724500
E09000013,Hammersmith and Fulham,E01001903,Hammersmith and Fulham 019D,619250,602500
E09000014,Haringey,E01001962,Haringey 004A,790000,855000
E09000019,Islington,E01002699,Islington 017B,777500,580000
E09000030,Tower Hamlets,E01032767,Tower Hamlets 021F,612400,495000
E09000032,Wandsworth,E01004560,Wandsworth 001A,756000,947500
E09000019,Islington,E01002789,Islington 008D,850000,775000
E09000005,Brent,E01000583,Brent 032D,682500,1480500
E09000006,Bromley,E01000815,Bromley 025E,850000,890000
E09000027,Richmond upon Thames,E01003871,Richmond upon Thames 007C,810000,927000
E09000007,Camden,E01000861,Camden 019B,615500,646500
E09000013,Hammersmith and Fulham,E01001883,Hammersmith and Fulham 017D,1010000,1332500
E09000013,Hammersmith and Fulham,E01001943,Hammersmith and Fulham 004A,470000,707500
E09000030,Tower Hamlets,E01032771,Tower Hamlets 033B,550000,571250
E09000032,Wandsworth,E01004602,Wandsworth 010C,890000,1070000
E09000019,Islington,E01002752,Islington 009E,700000,630000
E09000017,Hillingdon,E01002461,Hillingdon 013A,851500,801000
E09000026,Redbridge,E01003791,Redbridge 027B,794500,925000
E09000033,Westminster,E01004719,Westminster 004B,735000,807500
E09000033,Westminster,E01004760,Westminster 014E,765550,850000
E09000018,Hounslow,E01002576,Hounslow 008A,550000,718000
E09000018,Hounslow,E01002566,Hounslow 003C,815770,560000
E09000017,Hillingdon,E01002476,Hillingdon 001C,750000,510000
E09000005,Brent,E01000512,Brent 018D,791000,865000
E09000014,Haringey,E01002010,Haringey 030C,527500,1425000
E09000018,Hounslow,E01002574,Hounslow 001D,740000,785000
E09000020,Kensington and Chelsea,E01002906,Kensington and Chelsea 002C,685000,800000
E09000022,Lambeth,E01003035,Lambeth 012B,610000,650000
E09000022,Lambeth,E01003038,Lambeth 013B,723000,800000
E09000032,Wandsworth,E01004504,Wandsworth 020C,650000,622000
E09000032,Wandsworth,E01004546,Wandsworth 027C,765000,717575
E09000033,Westminster,E01004697,Westminster 016D,980000,800000
E09000024,Merton,E01003425,Merton 015C,812500,840000
E09000013,Hammersmith and Fulham,E01001892,Hammersmith and Fulham 016D,653000,678750
E09000024,Merton,E01003403,Merton 004C,1050000,1100000
E09000033,Westminster,E01004684,Westminster 015C,1130000,925000
E09000014,Haringey,E01001967,Haringey 014A,975500,1440000
E09000017,Hillingdon,E01002430,Hillingdon 007A,831000,902500
E09000022,Lambeth,E01003110,Lambeth 002C,597500,760000
E09000032,Wandsworth,E01004590,Wandsworth 005B,787500,710000
E09000009,Ealing,E01001204,Ealing 018A,892500,900000
E09000012,Hackney,E01001733,Hackney 015A,615000,910000
E09000019,Islington,E01002694,Islington 019A,452000,
E09000032,Wandsworth,E01033098,Wandsworth 002F,1157000,920500
E09000007,Camden,E01000912,Camden 001D,525000,475000
E09000010,Enfield,E01001533,Enfield 028D,764950,875000
E09000017,Hillingdon,E01002437,Hillingdon 006E,675000,765000
E09000022,Lambeth,E01003016,Lambeth 036C,834500,780000
E09000027,Richmond upon Thames,E01003882,Richmond upon Thames 014A,835000,910000
E09000028,Southwark,E01032637,Southwark 003F,654000,715000
E09000032,Wandsworth,E01004511,Wandsworth 010B,750000,805000
E09000013,Hammersmith and Fulham,E01001954,Hammersmith and Fulham 003A,815000,822500
E09000010,Enfield,E01001456,Enfield 022A,792590,870000
E09000030,Tower Hamlets,E01004258,Tower Hamlets 023D,715000,635000
E09000016,Havering,E01002257,Havering 019C,465000,933500
E09000021,Kingston upon Thames,E01002924,Kingston upon Thames 014E,792500,867500
E09000027,Richmond upon Thames,E01003870,Richmond upon Thames 011C,610000,586400
E09000027,Richmond upon Thames,E01003811,Richmond upon Thames 018A,631000,660250
E09000003,Barnet,E01000266,Barnet 011B,855000,1050000
E09000005,Brent,E01000479,Brent 009A,930000,725000
E09000009,Ealing,E01001305,Ealing 035C,679000,830000
E09000010,Enfield,E01001521,Enfield 028A,957500,785000
E09000027,Richmond upon Thames,E01003879,Richmond upon Thames 008D,750000,2050000
E09000032,Wandsworth,E01004550,Wandsworth 017D,690000,960000
E09000003,Barnet,E01000303,Barnet 020D,755000,760000
E09000013,Hammersmith and Fulham,E01001898,Hammersmith and Fulham 013C,604995,718275
E09000019,Islington,E01002739,Islington 013A,695000,950000
E09000019,Islington,E01002745,Islington 013C,767475,755000
E09000015,Harrow,E01002194,Harrow 022B,450000,935000
E09000003,Barnet,E01000301,Barnet 020C,732500,800000
E09000006,Bromley,E01000756,Bromley 033D,1200000,737500
E09000007,Camden,E01000916,Camden 027B,875000,800000
E09000013,Hammersmith and Fulham,E01001855,Hammersmith and Fulham 010B,725000,725000
E09000013,Hammersmith and Fulham,E01001953,Hammersmith and Fulham 021F,830000,785000
E09000024,Merton,E01003402,Merton 004B,1065000,858500
E09000032,Wandsworth,E01004489,Wandsworth 030D,799950,685000
E09000013,Hammersmith and Fulham,E01001882,Hammersmith and Fulham 017C,715000,765000
E09000019,Islington,E01002727,Islington 021C,860000,700000
E09000021,Kingston upon Thames,E01002937,Kingston upon Thames 004D,725000,786250
E09000013,Hammersmith and Fulham,E01001930,Hammersmith and Fulham 008D,510000,590000
E09000017,Hillingdon,E01002473,Hillingdon 001A,871250,1475000
E09000019,Islington,E01002803,Islington 020E,852000,675000
E09000030,Tower Hamlets,E01004286,Tower Hamlets 019C,650000,780000
E09000013,Hammersmith and Fulham,E01001853,Hammersmith and Fulham 007B,695000,875000
E09000013,Hammersmith and Fulham,E01032788,Hammersmith and Fulham 023D,1171375,645000
E09000010,Enfield,E01001567,Enfield 022C,820000,870000
E09000013,Hammersmith and Fulham,E01001856,Hammersmith and Fulham 010C,664000,665000
E09000021,Kingston upon Thames,E01002955,Kingston upon Thames 002C,607500,625000
E09000033,Westminster,E01004721,Westminster 004D,845000,630000
E09000033,Westminster,E01004724,Westminster 001C,597500,790000
E09000024,Merton,E01003477,Merton 003E,625000,767500
E09000032,Wandsworth,E01004543,Wandsworth 027A,752500,817500
E09000021,Kingston upon Thames,E01002929,Kingston upon Thames 007A,812500,815250
E09000007,Camden,E01000870,Camden 009B,840000,752750
E09000019,Islington,E01002702,Islington 023B,,997500
E09000032,Wandsworth,E01033101,Wandsworth 004F,780000,625000
E09000028,Southwark,E01032646,Southwark 003I,675000,747300
E09000005,Brent,E01000580,Brent 032B,840000,1676750
E09000012,Hackney,E01001805,Hackney 009B,540000,1150000
E09000019,Islington,E01002704,Islington 023D,671000,635000
E09000032,Wandsworth,E01004552,Wandsworth 008C,723750,690000
E09000007,Camden,E01000965,Camden 016C,599000,535000
E09000007,Camden,E01000969,Camden 010A,840000,857500
E09000003,Barnet,E01000202,Barnet 028D,692500,1000000
E09000007,Camden,E01000923,Camden 003D,937800,715000
E09000020,Kensington and Chelsea,E01002874,Kensington and Chelsea 007D,1716250,1220000
E09000032,Wandsworth,E01004547,Wandsworth 029C,895000,1420000
E09000032,Wandsworth,E01004566,Wandsworth 001B,713218,800000
E09000027,Richmond upon Thames,E01003821,Richmond upon Thames 008A,740000,725000
E09000003,Barnet,E01000261,Barnet 017C,777500,925000
E09000009,Ealing,E01001208,Ealing 018E,807500,912500
E09000024,Merton,E01003384,Merton 009E,525000,550000
E09000028,Southwark,E01003936,Southwark 009A,707500,500000
E09000001,City of London,E01032740,City of London 001G,897500,768000
E09000032,Wandsworth,E01004608,Wandsworth 006E,557500,935000
E09000009,Ealing,E01001274,Ealing 020G,825000,810000
E09000012,Hackney,E01001782,Hackney 026C,727000,805000
E09000028,Southwark,E01003952,Southwark 030A,916500,920000
E09000007,Camden,E01000843,Camden 014A,807500,1110500
E09000013,Hammersmith and Fulham,E01001917,Hammersmith and Fulham 018C,900000,1987500
E09000026,Redbridge,E01003748,Redbridge 001E,712500,970000
E09000027,Richmond upon Thames,E01003892,Richmond upon Thames 009A,1197500,1205625
E09000024,Merton,E01003445,Merton 010D,727500,740000
E09000009,Ealing,E01001201,Ealing 025B,690278,705000
E09000024,Merton,E01003424,Merton 015B,980000,790000
E09000032,Wandsworth,E01004606,Wandsworth 006C,716250,765000
E09000007,Camden,E01000862,Camden 018E,1115000,820000
E09000012,Hackney,E01001741,Hackney 009A,628750,990000
E09000013,Hammersmith and Fulham,E01001935,Hammersmith and Fulham 023A,755000,750000
E09000032,Wandsworth,E01004497,Wandsworth 024C,825000,785000
E09000033,Westminster,E01004728,Westminster 003D,780000,750000
E09000033,Westminster,E01033603,Westminster 009I,560000,538000
E09000007,Camden,E01000948,Camden 021D,750000,700000
E09000032,Wandsworth,E01004579,Wandsworth 004B,1005000,1200000
E09000032,Wandsworth,E01004588,Wandsworth 008E,895750,680000
E09000030,Tower Hamlets,E01004277,Tower Hamlets 033A,745000,635000
E09000009,Ealing,E01001354,Ealing 027E,540500,636000
E09000013,Hammersmith and Fulham,E01001896,Hammersmith and Fulham 009B,581250,627875
E09000006,Bromley,E01000826,Bromley 021A,865000,970000
E09000033,Westminster,E01033607,Westminster 014G,620000,1047500
E09000009,Ealing,E01001242,Ealing 024C,530000,780000
E09000012,Hackney,E01001751,Hackney 021D,850000,1100000
E09000019,Islington,E01002714,Islington 017D,607500,620000
E09000030,Tower Hamlets,E01004316,Tower Hamlets 009C,725000,575000
E09000015,Harrow,E01002149,Harrow 004D,777500,745000
E09000032,Wandsworth,E01004585,Wandsworth 008D,866250,745000
E09000019,Islington,E01002711,Islington 021B,692500,702500
E09000009,Ealing,E01001281,Ealing 013D,820000,790000
E09000013,Hammersmith and Fulham,E01001950,Hammersmith and Fulham 021D,900000,1640000
E09000019,Islington,E01002721,Islington 014C,724500,877500
E09000030,Tower Hamlets,E01004293,Tower Hamlets 027B,675000,666500
E09000033,Westminster,E01004709,Westminster 007E,992500,720000
E09000032,Wandsworth,E01004472,Wandsworth 021A,675000,891250
E09000009,Ealing,E01001302,Ealing 039C,724250,745000
E09000014,Haringey,E01002007,Haringey 035C,791250,909000
E09000033,Westminster,E01004711,Westminster 002E,483250,910000
E09000007,Camden,E01000920,Camden 027D,777500,1220000
E09000009,Ealing,E01001299,Ealing 035B,835000,820000
E09000010,Enfield,E01001568,Enfield 022D,1050250,995000
E09000013,Hammersmith and Fulham,E01001918,Hammersmith and Fulham 018D,815000,850000
E09000019,Islington,E01002703,Islington 023C,600000,648000
E09000020,Kensington and Chelsea,E01002884,Kensington and Chelsea 006C,1120000,685000
E09000026,Redbridge,E01003795,Redbridge 018C,845000,1050000
E09000032,Wandsworth,E01004558,Wandsworth 015C,987823,855000
E09000033,Westminster,E01004720,Westminster 004C,810000,835000
E09000032,Wandsworth,E01004592,Wandsworth 005D,635000,802500
E09000003,Barnet,E01000278,Barnet 020B,815000,815000
E09000007,Camden,E01000851,Camden 026B,1005000,932500
E09000020,Kensington and Chelsea,E01002853,Kensington and Chelsea 001B,840000,680000
E09000028,Southwark,E01032640,Southwark 003H,910000,865000
E09000001,City of London,E01000002,City of London 001B,845000,817000
E09000007,Camden,E01000962,Camden 016A,740000,817500
E09000012,Hackney,E01001794,Hackney 011C,756500,720000
E09000014,Haringey,E01001963,Haringey 009A,1050393,1137500
E09000020,Kensington and Chelsea,E01002866,Kensington and Chelsea 009B,710000,770000
E09000020,Kensington and Chelsea,E01002909,Kensington and Chelsea 003E,690000,940000
E09000021,Kingston upon Thames,E01002960,Kingston upon Thames 006B,690000,775000
E09000024,Merton,E01003461,Merton 004E,2000000,1257500
E09000027,Richmond upon Thames,E01003873,Richmond upon Thames 006A,560000,636000
E09000019,Islington,E01002790,Islington 016D,750000,
E09000032,Wandsworth,E01004549,Wandsworth 027D,640000,862000
E09000032,Wandsworth,E01004516,Wandsworth 036A,695500,845000
E09000032,Wandsworth,E01004577,Wandsworth 003C,820500,611000
E09000033,Westminster,E01004752,Westminster 022D,762500,687500
E09000007,Camden,E01000863,Camden 021A,550000,953000
E09000003,Barnet,E01000216,Barnet 035E,949950,940000
E09000006,Bromley,E01000797,Bromley 013E,389000,670000
E09000007,Camden,E01000857,Camden 018A,970000,820000
E09000013,Hammersmith and Fulham,E01001881,Hammersmith and Fulham 017B,1110000,875000
E09000013,Hammersmith and Fulham,E01001904,Hammersmith and Fulham 022A,785000,855000
E09000013,Hammersmith and Fulham,E01001906,Hammersmith and Fulham 022C,707500,685000
E09000015,Harrow,E01002147,Harrow 004C,870000,1082500
E09000015,Harrow,E01002190,Harrow 009D,950000,722500
E09000033,Westminster,E01033596,Westminster 013F,2500000,
E09000014,Haringey,E01002023,Haringey 021C,775000,940000
E09000027,Richmond upon Thames,E01003824,Richmond upon Thames 023C,565000,734125
E09000033,Westminster,E01004682,Westminster 016B,680000,1000000
E09000033,Westminster,E01033593,Westminster 015F,1266584,1940000
E09000007,Camden,E01000915,Camden 027A,,576225
E09000020,Kensington and Chelsea,E01002846,Kensington and Chelsea 017A,752500,629250
E09000005,Brent,E01000530,Brent 033A,980000,1150000
E09000013,Hammersmith and Fulham,E01001865,Hammersmith and Fulham 008B,635000,891250
E09000024,Merton,E01003356,Merton 009B,899975,865000
E09000027,Richmond upon Thames,E01003860,Richmond upon Thames 002E,865000,996563
E09000032,Wandsworth,E01004607,Wandsworth 006D,1020000,665000
E09000032,Wandsworth,E01004490,Wandsworth 031A,765000,925000
E09000009,Ealing,E01001279,Ealing 013C,830000,930000
E09000003,Barnet,E01000264,Barnet 016D,547500,920000
E09000028,Southwark,E01032638,Southwark 003G,960000,770000
E09000022,Lambeth,E01003157,Lambeth 023C,1100000,1005000
E09000003,Barnet,E01000217,Barnet 035F,1515000,1300000
E09000006,Bromley,E01000698,Bromley 010B,752500,909587
E09000030,Tower Hamlets,E01032772,Tower Hamlets 032C,470000,660000
E09000033,Westminster,E01004661,Westminster 012C,897000,990000
E09000009,Ealing,E01001209,Ealing 013A,785000,815000
E09000028,Southwark,E01003929,Southwark 002B,800000,581250
E09000007,Camden,E01000964,Camden 016B,1000000,872000
